Vec Object:a(:,7) 1 MPI processes
  type: seq
3.2939e-05
0.000446523
6.70418e-05
-1.65068e-06
0.001239
-0.000263757
0.00927106
0.00564987
0.000194184
0.00150798
1.9025e-05
-9.00276e-05
0.00278192
0.0209565
0.00440488
0.00734288
-0.00217053
4.47471e-09
-2.35658e-05
0.00326685
0.000135332
-0.000175693
-0.00442509
0.0225493
-0.000209695
0.0061329
0.000277521
0.000837979
0.07181
0.002809
0.0306554
0.0279325
-8.36286e-05
0.000491682
0.000343135
-0.00363296
0.00317178
0.0341689
-1.53296e-05
-0.00873156
0.028159
0.0160588
0.0463585
0.000938193
0.0298363
1.52277e-06
0.00384651
0.0316223
-0.00347216
-0.00469567
0.00242054
0.000308645
-1.23245e-05
0.00295311
-0.000252773
0.0220234
-0.0251994
0.0326966
1.41602e-06
0.00023488
0.0186552
0.000401162
-0.000122871
0.243677
0.000513729
-0.0222939
0.0637945
4.51141e-05
0.0861836
6.9958e-05
0.00187352
0.00290368
0.00133591
0.000418466
0.000310479
-0.0148981
-0.0206058
0.0601467
0.000698059
-0.00272151
0.00831368
0.0381273
0.000513062
-0.000284222
-0.0127619
-0.000115129
0.01892
-0.000543947
0.0662338
0.000297788
-0.043006
-0.0173149
-0.0355176
0.000329482
0.231468
-0.0094812
0.0218331
0.0360408
0.131225
-0.00110378
0.0155931
0.000877148
0.193623
-0.0056152
-0.0148352
0.0160095
0.0274246
-0.128702
0.00755946
0.00160142
-0.152222
0.0642516
0.0427002
-0.0283911
0.194799
0.00228444
-0.0039083
0.0975321
-0.00198984
-0.00714645
0.0128737
-0.135058
0.0228395
0.00190158
0.11386
-0.000275487
-0.127325
0.126617
-0.0114315
-0.0532408
0.00577101
0.0539285
-0.155795
0.346115
0.00246479
0.00166254
0.54833
0.00302723
0.111302
0.00193134
-0.0969854
0.0100646
-0.0656549
0.117788
0.164601
-0.00888389
-0.166086
-0.157429
-0.0125498
-0.1784
0.000887916
-0.169152
0.00354035
-0.0207802
0.00833639
0.438845
-0.0351912
0.0108215
0.00385265
0.117801
-0.00776608
0.0015352
-0.00468252
0.103816
-0.117872
-0.0369321
0.302619
-0.00282004
-0.000393403
0.00552341
-0.0769884
0.10605
-0.034202
0.141294
0.0166947
0.00141843
-0.166208
0.0386614
0.0560206
0.00102854
-0.0551461
-0.13292
-0.00889041
0.0750427
0.019313
-0.12761
0.000463097
0.561894
-0.154444
0.00326293
0.0401029
0.0640873
-0.138764
0.00250947
0.0121312
0.0354127
0.199003
-0.0595903
-0.126102
0.0044471
-0.0643664
-0.00409863
0.0183868
-0.184962
0.151608
-0.000792448
0.000894249
0.0377715
-0.349645
0.191957
0.0450556
-0.0871274
0.00378569
0.0895039
0.154093
-0.00971828
0.00960324
0.202355
-0.0110172
-0.130134
-0.214726
0.0500969
-0.0187641
0.0736906
-0.00627717
0.00486245
-0.0131322
-0.180062
0.0291844
0.00272247
0.0208436
0.0333493
0.0136279
-0.029643
0.109129
-0.177009
0.0191292
0.159617
0.000460485
-0.0138582
0.00285198
-0.0505045
0.00180857
-0.0839764
-0.261578
0.00992087
-0.0248666
0.000494693
-0.13499
0.00436048
0.259224
0.0329676
0.0519221
-0.0158273
0.0120886
-0.0976763
0.0992569
-0.101825
-0.00489066
-0.0116625
0.0925204
0.000990132
-0.0679838
0.046401
-0.00272774
-0.000111274
-0.028257
-0.0159776
0.00872972
-0.0413289
0.0758072
-3.72855e-05
-0.0260292
-0.0490427
0.0733799
-0.0593733
0.334711
0.000423163
-0.0174579
0.00285858
-0.0298958
-0.0862981
-0.308741
-0.10757
1.50231e-06
-0.00143208
0.00947944
-0.284139
-0.0209996
-0.00182706
-0.0811452
-0.0418493
0.231554
0.438443
0.00297273
-0.000235044
0.0217798
0.00499611
-0.316062
0.0332357
0.000966018
0.0526875
-0.23943
-0.0948982
-0.0328614
-0.191388
0.00121019
-0.015681
-0.0105234
0.192939
0.00271513
-0.0177174
-0.000195692
-0.16987
0.0267295
-0.0153398
-0.0467832
0.00101044
0.00703673
-0.000635503
0.0545165
-0.00465898
0.136516
0.00112971
-0.0205355
-0.0234408
-0.011842
0.00972602
-0.00578223
0.00246968
0.038773
-0.0538741
-0.0450391
-0.00346334
0.00386944
0.00681397
-0.0799476
-0.0456417
0.0131044
0.0185434
-0.0207287
0.000243789
-0.000892655
0.118627
-0.00337534
-0.00199149
0.0009529
-0.000487832
0.00811873
0.00196452
-0.229859
-0.0486187
0.0285644
-0.0842727
-0.00738655
-0.0031511
-0.0232677
-0.0226758
-0.00682716
-0.0187676
-0.00547386
-0.0302362
7.36458e-05
0.129178
0.0049059
0.0155425
0.00400765
0.00145431
-0.00367021
0.001536
-0.12939
-0.0259719
-0.00275591
-0.0315657
0.0086262
-0.0299874
-0.0209104
0.0078387
0.00457137
0.00212885
0.0036071
-0.0571444
0.00197806
0.0233558
0.00312988
-0.00276012
-0.00205869
0.00188295
-0.0182324
0.0130676
0.0129976
-0.0552199
0.00460581
0.00114664
-0.000499959
-0.0107362
-0.0104781
-0.0245489
0.00282275
0.00342352
-0.0430186
-0.0121375
-0.000260312
-0.00650462
-0.0134437
-0.00150659
0.000486689
-0.0588104
0.00077857
-0.000374261
0.003736
-0.00015576
-0.0296954
-0.00275459
-0.0135802
0.000554491
0.000103015
0.000536975
-0.000795453
6.89697e-05
-0.0129557
-0.00311674
-0.00107514
-0.000528672
-0.0132371
0.00586308
0.00146019
0.00231761
2.01359e-05
0.000119052
-0.000648188
0.00269737
-0.0013454
-0.0201166
-7.90344e-06
-0.00684882
-0.000778694
0.00530979
-0.0540586
-0.0111139
-0.00120042
2.00294e-05
-0.00125014
-0.00304624
-0.0122029
0.00831045
-0.00647629
-7.23661e-06
0.00782863
-0.0004178
-0.000897744
-0.00450583
0.00203913
-0.00790585
-3.80676e-05
-0.0163608
-0.00316875
-0.000741115
-0.00232379
-0.00828051
-0.00616794
-0.0180213
-0.00185061
-0.00039007
-0.00711161
2.31204e-07
0.00272453
-0.000333006
-2.39265e-06
-0.00330782
-0.00517281
-0.00903006
0.00020979
-0.0195507
-6.49599e-05
-0.00126029
-0.00050096
-0.00347273
6.90897e-05
-0.00630696
-2.45807e-05
-0.00434954
1.7646e-05
-0.000968235
4.65496e-08
-0.000231095
-0.000116093
-0.000209281
-0.0022633
-0.00183585
2.63286e-05
-5.11277e-06
-2.62841e-05
-6.68207e-05
-1.43377e-05
-2.59215e-05
-0.000145258
-0.00110594
0.0019581
-0.00138132
-0.000455223
-4.32254e-05
