Vec Object:a(:,17) 1 MPI processes
  type: seq
0.166994
-3.11502
8.34489
-0.0410823
-19.1934
0.102488
96.3125
-231.845
24.2763
-82.9019
21.1874
26.6582
-27.064
19.1261
72.0554
-19.4112
0.202333
0.0271253
3.15954
-2.5986
-0.687269
-3.86893
-3.97741
3.52526
185.553
-10.9189
-29.9121
-12.5092
1.50354
5.64387
1.23397
-36.1837
-0.475858
-4.4994
2.51452
-1.78516
-9.75012
2.08469
-0.0415138
-37.1827
-2.80226
2.11387
-5.28889
2.60845
0.179079
-0.148428
-0.644151
-0.00700698
0.872524
0.409988
-0.257693
-0.39058
-0.164527
0.0116966
-0.117207
-0.928719
-6.30078
1.0854
-0.230736
-0.358672
-0.166041
-0.360041
-0.381751
1.49123
-0.327358
-4.67099
0.189588
-0.261211
0.242903
-0.446918
-0.246685
-0.442926
-0.34106
-0.274243
-0.478549
-0.307169
0.174411
-0.48332
-0.475593
-0.313924
-0.473565
-0.338693
-0.325275
-0.523109
-0.469889
-0.313984
-0.517484
-0.339886
-0.489777
-0.575407
-0.384645
-0.529666
-0.418906
-0.346521
-0.495313
-0.386
-0.584058
-0.498959
-0.457634
-0.620123
-0.419189
-0.40267
-0.495918
-0.559175
-0.486554
-0.596658
-0.472424
-0.550587
-0.676803
-0.441196
-0.54288
-0.590772
-0.6612
-0.521382
-0.639145
-0.725053
-0.724175
-0.579464
-0.489972
-0.525383
-0.57222
-0.667817
-0.765759
-0.779323
-0.638464
-0.525576
-0.737126
-0.66113
-0.799213
-0.616555
-0.590085
-0.754973
-0.659053
-0.631261
-0.586448
-0.818142
-0.72044
-0.808714
-0.699847
-0.852231
-0.68216
-0.624652
-0.761452
-0.835713
-0.746971
-0.864531
-0.822564
-0.714915
-0.666881
-0.794426
-0.707208
-0.77885
-0.899352
-0.858494
-0.68408
-0.844235
-0.75618
-0.908019
-0.921803
-0.817127
-0.730674
-0.879824
-0.761771
-0.799465
-0.914427
-0.864602
-0.883462
-0.950853
-0.753131
-0.806346
-0.844122
-0.937866
-0.959068
-0.87683
-0.842584
-0.799355
-0.915525
-0.936169
-0.975312
-0.827706
-0.90688
-0.92473
-0.980911
-0.960599
-0.88126
-0.974585
-0.855941
-0.949213
-0.912754
-0.985847
-0.881745
-0.980983
-0.95964
-0.866858
-0.990707
-0.937682
-0.981195
-0.955288
-0.919817
-0.975367
-0.989706
-0.909291
-0.93178
-0.970799
-0.982158
-0.928492
-0.993427
-0.961032
-0.994463
-0.973053
-0.993405
-0.997981
-0.94385
-0.962229
-0.99546
-0.989384
-0.946377
-0.999796
-0.986663
-0.975946
-0.987852
-1.00099
-0.976339
-0.994145
-0.96801
-0.983325
-0.996171
-0.999858
-0.977125
-0.991981
-0.964315
-0.989792
-0.994787
-0.988947
-0.997373
-0.966925
-0.994695
-0.959866
-0.993714
-0.995559
-0.934905
-0.993137
-0.998448
-0.96638
-0.983706
-0.993044
-0.916455
-1.0009
-0.934388
-0.99867
-0.974656
-0.98383
-0.923336
-0.993158
-0.979435
-0.959697
-0.937195
-0.96161
-0.994043
-0.889011
-0.952253
-0.979186
-0.9028
-0.958247
-0.876758
-0.97949
-0.924548
-0.843518
-0.899151
-0.936946
-0.915754
-0.970417
-0.812725
-0.867063
-0.927956
-0.887615
-0.864285
-0.944013
-0.829453
-0.803873
-0.878006
-0.898134
-0.832338
-0.809591
-0.932742
-0.756655
-0.841642
-0.819643
-0.879916
-0.89937
-0.777567
-0.751475
-0.826018
-0.78325
-0.84371
-0.892316
-0.712913
-0.767119
-0.785626
-0.830072
-0.856323
-0.701482
-0.732256
-0.715886
-0.802685
-0.759226
-0.845117
-0.767363
-0.653223
-0.721557
-0.795125
-0.674471
-0.810316
-0.689868
-0.737766
-0.64616
-0.660822
-0.761381
-0.739156
-0.794121
-0.699009
-0.602733
-0.67942
-0.760271
-0.702155
-0.681582
-0.618055
-0.586329
-0.642263
-0.731736
-0.696112
-0.611345
-0.591531
-0.543432
-0.72655
-0.642116
-0.623781
-0.665335
-0.633479
-0.549399
-0.56845
-0.526594
-0.66953
-0.577324
-0.645735
-0.536031
-0.594472
-0.651852
-0.484399
-0.595718
-0.54386
-0.55047
-0.495849
-0.494809
-0.467662
-0.603159
-0.558466
-0.507067
-0.566174
-0.514319
-0.42942
-0.464205
-0.588
-0.470324
-0.535108
-0.482661
-0.405448
-0.545398
-0.425836
-0.495681
-0.437721
-0.405358
-0.51094
-0.410479
-0.436903
-0.420082
-0.468022
-0.360879
-0.472266
-0.499335
-0.427608
-0.37643
-0.357376
-0.376941
-0.33654
-0.432195
-0.442733
-0.400319
-0.345889
-0.401197
-0.368264
-0.348637
-0.349566
-0.298487
-0.415499
