Vec Object:a(:,9) 1 MPI processes
  type: seq
-0.0157691
-0.0093233
-0.0286045
-0.032959
0.35794
-0.0362925
-0.0592997
-0.0613812
-0.0246996
-0.058231
-0.0197601
-0.0486551
-0.0256984
-0.150594
-0.0983527
-0.105503
-0.0237049
-0.0623288
-0.0692635
-0.0736836
-0.0802785
-0.0441472
-0.133301
-0.13268
-0.0979092
-0.146985
-0.10335
-0.120628
-0.189042
-0.123858
-0.192405
-0.116414
-0.116976
-0.0648658
-0.137887
-0.0458772
-0.123434
-0.23097
-0.132934
-0.161959
-0.250216
-0.162486
-0.209609
-0.170974
-0.185374
-0.167665
-0.061631
-0.315739
-0.213026
-0.208512
-0.264421
-0.199422
-0.196166
-0.16404
-0.100369
-0.267323
-0.254202
-0.382451
-0.224172
-0.253548
-0.320534
-0.0772785
-0.244073
-0.380737
-0.243731
-0.269572
-0.284681
-0.256222
-0.40178
-0.120571
-0.274495
-0.226806
-0.308547
-0.275542
-0.0944887
-0.308733
-0.433272
-0.449093
-0.349107
-0.320871
-0.49114
-0.341381
-0.363127
-0.172472
-0.42574
-0.315229
-0.317464
-0.340669
-0.573687
-0.138659
-0.384917
-0.467038
-0.391358
-0.346032
-0.585536
-0.394421
-0.424504
-0.611648
-0.407124
-0.231007
-0.418705
-0.407141
-0.537532
-0.655328
-0.443122
-0.561122
-0.454197
-0.578551
-0.177198
-0.440976
-0.518711
-0.661525
-0.595781
-0.521048
-0.728492
-0.267718
-0.447148
-0.571589
-0.49282
-0.537446
-0.545119
-0.743806
-0.474875
-0.181242
-0.649425
-0.523127
-0.662121
-0.821952
-0.27962
-0.598666
-0.599264
-0.797704
-0.619079
-0.608575
-0.590156
-0.265654
-0.961439
-0.540502
-0.636533
-0.1969
-0.61569
-0.61985
-0.884352
-0.611929
-0.827826
-0.371214
-0.844119
-0.704856
-0.674394
-0.870006
-0.70977
-0.789825
-0.306019
-0.868994
-0.683577
-1.00477
-0.762436
-0.68397
-0.429361
-0.821372
-0.731433
-1.01169
-0.770854
-0.773283
-0.849561
-0.925459
-1.01786
-0.29364
-0.750386
-0.810905
-0.833169
-0.855527
-0.502449
-0.898552
-0.826753
-0.800311
-1.05186
-1.03694
-0.537805
-0.81978
-0.920164
-1.01037
-0.286958
-1.06794
-0.858789
-0.819809
